NWA Mackerel USA catch - us vessels only. total lower and upper bounds (units : metric tonnes)
1	2	
1968	2020
1	10	
6 	
3929	NA
4364	NA
4049	NA
2406	NA
2006	NA
1336	NA
1042	NA
1974	NA
2712	NA
1377	NA
1605	NA
1990	NA
2683	NA
5569	NA
5207	NA
6598	NA
8680	NA
10720	NA
17299	NA
19865	NA
17730	NA
17546	NA
35343	NA
31599	NA
14754	NA
9796	NA
16980	NA
10219	NA
20246	NA
18489	NA
16176	NA
15634	NA
8857	NA
16359	NA
29364	NA
36436	NA
58300	NA
44986	NA
60687	NA
26468	NA
25212	NA
24529	NA
14261	NA
4610	NA
8037	NA
6799	NA
8252	NA
9905	NA
10277	NA
11230	NA
10784	NA
6805	NA
9800	NA
