"","1","2","3","4","5","6","7","8","9","10"
"1969",10,57,18,3,1,1,1,1,0,8
"1970",21,8,50,11,2,1,1,1,1,5
"1971",12,18,7,47,8,2,1,1,1,5
"1972",22,8,13,8,34,6,3,0,1,6
"1973",32,21,8,9,8,15,4,2,0,2
"1974",43,19,13,6,5,4,6,2,1,1
"1975",48,27,9,6,3,3,2,2,0,0
"1976",25,42,20,5,3,1,1,1,1,0
"1977",12,24,41,15,3,2,1,1,1,1
"1978",20,9,19,33,12,3,1,1,1,1
"1979",30,17,5,12,21,9,3,1,1,1
"1980",14,28,14,5,10,16,8,2,1,1
"1981",44,8,17,6,4,6,9,4,1,1
"1982",59,20,3,6,1,1,3,4,1,1
"1983",65,24,7,1,1,0,0,1,1,1
"1984",8,67,18,2,0,1,0,0,0,2
"1985",24,5,58,10,1,0,0,0,0,1
"1986",14,21,6,50,8,1,0,0,0,1
"1987",15,11,14,5,47,7,0,0,0,1
"1988",43,8,5,5,3,32,4,0,0,1
"1989",37,28,4,2,2,1,23,2,0,0
"1990",18,33,20,3,2,2,1,20,1,0
"1991",25,15,28,13,2,1,1,1,13,1
"1992",23,21,10,24,10,1,1,1,1,9
"1993",9,22,19,8,25,9,1,1,1,6
"1994",31,5,19,15,5,16,5,1,0,2
"1995",36,23,3,13,9,3,9,3,0,1
"1996",35,26,14,2,7,6,1,6,1,1
"1997",44,24,15,6,1,3,3,1,2,1
"1998",26,40,17,10,3,0,1,1,0,1
"1999",36,20,28,9,5,1,0,0,0,0
"2000",71,14,6,7,2,1,0,0,0,0
"2001",20,65,9,3,2,0,0,0,0,0
"2002",19,12,62,5,1,1,0,0,0,0
"2003",39,10,6,41,2,0,0,0,0,0
"2004",49,23,5,3,19,1,0,0,0,0
"2005",26,43,16,3,1,10,0,0,0,0
"2006",45,16,26,8,1,1,3,0,0,0
"2007",18,44,13,20,3,0,0,1,0,0
"2008",41,12,31,7,9,1,0,0,0,0
"2009",44,28,6,16,3,3,0,0,0,0
"2010",19,46,22,3,8,1,1,0,0,0
"2011",59,11,23,5,0,1,0,0,0,0
"2012",42,45,5,7,1,0,0,0,0,0
"2013",35,34,28,1,2,0,0,0,0,0
"2014",44,22,21,12,0,0,0,0,0,0
"2015",51,27,11,8,3,0,0,0,0,0
"2016",62,24,9,3,2,1,0,0,0,0
"2017",16,61,17,4,1,1,0,0,0,0
"2018",32,12,44,9,2,0,0,0,0,0
"2019",20,33,15,26,4,1,0,0,0,0
"2020",36,16,25,9,12,2,0,0,0,0
"2021",48,25,9,11,3,3,0,0,0,0
"2022",39,36,15,4,4,1,1,0,0,0
