NWA Mackerel fecundity (Pelletier 1986 reanalysed F ~ age * gonad_mass for each year)
1	2	
1968	2020
1	10	
1 
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	226738.6531	256954.1677	282774.2056	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	227696.084	240295.4641	248009.1122	269604.7988	274861.1763	291169.6378	299501.9702	369245.7275
163010.6495	169361.7137	216254.0474	234467.0371	262745.2108	287675.0448	293272.5146	308762.6896	314496.8419	382888.9904
213089.7174	221391.9142	236438.3992	254167.1259	267412.2069	295254.257	294074.2321	303937.0822	311148.9353	311503.8782
201625.4039	209480.9391	246590.519	273144.8165	290434.3693	322105.3763	295333.3698	359353.8123	307355.9376	344539.586
201625.4039	209480.9391	227398.7502	248888.2789	291933.8708	287973.5103	290774.2943	307545.0439	405336.7167	339260.1786
201625.4039	209480.9391	213839.7508	246320.5822	284282.8349	317569.9633	331461.5771	370725.9428	386933.4076	325622.3383
201625.4039	209480.9391	228922.306	400281.2975	308955.8008	317195.4688	389155.6524	349522.7764	426468.66	343610.3079
233527.2121	242625.6749	284297.6802	266885.2077	301059.3882	327762.8837	341457.0433	328810.9029	366554.7192	371660.0095
208981.1856	217123.3098	263345.0264	273055.0994	333221.8151	312978.9202	326845.002	349298.9382	348033.4733	362938.3537
201625.4039	209480.9391	226863.5007	270994.0868	329508.1969	308581.1419	325245.1507	378200.5105	396780.2025	377576.0222
180815.0575	187859.8	216256.9316	252433.3244	267010.5364	309969.906	278752.3238	407051.2838	406141.4624	391724.4549
188925.0816	196285.7991	210971.1223	257856.3609	265954.055	273365.7905	337869.5006	362076.6471	274008.4496	466601.5165
201625.4039	209480.9391	226738.6531	247457.9803	292024.7667	438201.3953	603673.2184	904663.3878	499084.8528	533169.1951
201625.4039	209480.9391	192983.2303	243747.3477	245703.5857	276177.1373	338286.0436	338384.432	226920.932	361834.0139
201625.4039	209480.9391	212640.7677	245605.8016	251025.0101	296772.3062	313001.7453	504017.5039	439197.0448	403414.8786
201625.4039	209480.9391	226738.6531	256954.1677	288683.0112	374354.9013	430964.0341	358929.5388	344072.595	358734.9603
201625.4039	209480.9391	221577.3547	253110.5594	254805.148	270124.1428	301734.4521	346951.7887	306184.4712	409822.349
175156.3292	181980.6018	213352.8992	225257.2044	220010.3817	347078.1957	325327.2087	342656.5797	338957.6517	319110.9155
167058.7132	173567.4942	210833.4136	235159.5119	279297.2631	248875.4392	300511.0473	287128.5729	258286.4947	361287.9017
201625.4039	209480.9391	229241.4456	238560.5334	276696.2449	328726.1064	369724.9582	374850.3555	344372.8848	389076.67
201625.4039	209480.9391	181097.6972	214454.1335	245710.1357	255630.4772	276541.4522	342656.5797	344072.595	336987.0234
201625.4039	209480.9391	191035.9126	230641.436	278034.8765	282792.6013	259478.6457	239384.3718	344072.595	420381.2706
201625.4039	209480.9391	232025.5524	256954.1677	227652.7458	218074.4291	411777.6091	351184.3679	294786.9152	380268.5184
201625.4039	209480.9391	216139.8075	224836.3641	282774.2056	217851.6631	325327.2087	342656.5797	375821.3318	455601.2996
211168.9539	219396.3158	216161.3943	262917.5786	254746.9529	308581.1419	258666.2839	319292.3929	305419.0288	394086.0976
170875.4864	177532.9729	213803.3327	240050.039	277145.4375	259389.5714	325327.2087	418691.7928	388705.1095	343927.6178
173484.7717	180243.9186	220510.8	250208.0513	304269.7904	326249.6847	333516.8539	298964.6411	343983.4638	367324.1729
213336.8004	221648.6238	241509.7348	276158.3262	289662.3356	359626.1912	391341.5069	361270.1225	312874.3064	374771.1266
201625.4039	209480.9391	221862.8071	261357.061	251529.0281	316188.8183	362744.7505	385979.3355	407891.6223	318726.9439
201625.4039	209480.9391	226738.6531	256167.7748	341581.2677	341524.9571	401411.9645	342656.5797	344072.595	394143.1796
201625.4039	209480.9391	213186.1785	205713.2288	272802.5609	258811.4539	293574.402	327180.2164	386859.9387	241593.6006
210003.6445	218185.6047	228926.1438	262045.3863	293173.4461	351997.9887	335136.7375	266649.6247	530013.7921	297914.545
226332.5007	235150.65	233315.797	267903.9967	293937.5352	250111.8058	412548.7441	500090.0987	353905.046	335804.3046
153802.7345	159795.0488	233321.2355	273578.0512	312323.7647	422784.3118	358960.1292	375522.7293	374380.9	293857.233
201625.4039	209480.9391	235814.0251	262366.8308	300745.0624	318931.0739	324366.9463	342656.5797	355716.4483	287923.396
198977.6239	206729.9989	237837.6634	244865.0348	270415.6895	290757.7701	336399.1672	475594.5736	344072.595	432115.0566
201625.4039	209480.9391	241823.976	251557.3195	302635.7232	305110.7852	322894.6799	632083.0975	344072.595	305669.9788
201625.4039	209480.9391	232324.7635	275459.1958	379616.3809	391246.9713	325327.2087	413790.139	344072.595	270525.7672
176685.6466	183569.5029	200660.1399	230946.8582	256774.2842	252856.9085	268812.1474	360108.3133	344072.595	250261.4223
201625.4039	209480.9391	292642.0708	256954.1677	472511.7557	308581.1419	325327.2087	342656.5797	344072.595	394143.1796
