Total Egg Production (Billions)			
103			
TEP			
1979	2020		
1	1	0.47	0.47
-1	-1		
1	336.7		
1	NA		
1	NA		
1	NA		
1	121.1		
1	249.2		
1	450.8		
1	861		
1	343		
1	287		
1	345.8		
1	296.8		
1	464.8		
1	358.4		
1	401.1		
1	152.6		
1	NA		
1	49.56		
1	NA		
1	39.06		
1	NA		
1	70.7		
1	NA		
1	163.1		
1	145.6		
1	91		
1	50.4		
1	NA		
1	44.8		
1	53.9		
1	36.96		
1	14.14		
1	19.81		
1	6.069		
1	28		
1	24.36		
1	27.818		
1	33.012		
1	55.412		
1	27.139		
1	39.774		
1	NA
