NEA Mackerel USA catch total lower and upper boundes (units : ton)
1	2	
1960	2016
1	10	
6 	
1396	NA
1361	NA
938	NA
1320	NA
1644	NA
1998	NA
2724	NA
3891	NA
3929	NA
4364	NA
4049	NA
2406	NA
2006	NA
1336	NA
1042	NA
1974	NA
2712	NA
1377	NA
1605	NA
1990	NA
2683	NA
6150.98	NA
4520.68	NA
6806.87	NA
8273.29	NA
9345.23	NA
13860.37	NA
16341.85	NA
15573.79	NA
16503.07	NA
33955.3	NA
30625.25	NA
14198.05	NA
9216.26	NA
16141.38	NA
10109.36	NA
19297.08	NA
17613.46	NA
15436.33	NA
14302.86	NA
7481.7	NA
14890.45	NA
28115.28	NA
35399.09	NA
57647.13	NA
44320.53	NA
58465.28	NA
26338.47	NA
23337.45	NA
23443.41	NA
10911.59	NA
1612.87	NA
6132.86	NA
5343.28	NA
7099.19	NA
7013.45	NA
7316.08	NA
