NWA Mackerel catch total lower and upper bounds (units : metric tonnes)
1	2	
1968	2022
1	10	
6 
20838	NA
18636	NA
21006	NA
24496	NA
22360	NA
38550	NA
44655	NA
36258	NA
33065	NA
22765	NA
25899	NA
30612	NA
22296	NA
19355	NA
16383	NA
19806	NA
18233	NA
30906	NA
31097	NA
27559	NA
25016	NA
21142	NA
23047	NA
25511	NA
26562	NA
26848	NA
20613	NA
17688.603	NA
20357.88	NA
21410.067	NA
19185.554	NA
16537.995	NA
16079.092	NA
24347.225	NA
34606.607	NA
44472.259	NA
53875.425	NA
54763.77	NA
53506.392	NA
53223.477	NA
29477.795	NA
42204.746	NA
38645.99	NA
11484.598	NA
6841.367	NA
8673.777	NA
6678.186	NA
4272.892	NA
8045.459	NA
9752.254	NA
10907.777	NA
8749.904	NA
7947.027	NA
4505.195	NA
55.666	NA
