"","1","2","3","4","5","6","7","8","9","10"
"1968",0.01,0.03,0.07,0.08,0.12,0.12,0.12,0.12,0.12,0.12
"1969",0.01,0.03,0.07,0.08,0.12,0.12,0.12,0.12,0.12,0.12
"1970",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1971",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1972",0.01,0.04,0.07,0.09,0.14,0.14,0.14,0.14,0.14,0.14
"1973",0.01,0.04,0.09,0.12,0.17,0.17,0.17,0.17,0.17,0.17
"1974",0.01,0.04,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1975",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1976",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1977",0.01,0.03,0.07,0.08,0.12,0.12,0.12,0.12,0.12,0.12
"1978",0.01,0.03,0.07,0.08,0.12,0.12,0.12,0.12,0.12,0.12
"1979",0.01,0.03,0.07,0.08,0.12,0.12,0.12,0.12,0.12,0.12
"1980",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1981",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1982",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1983",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1984",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1985",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1986",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1987",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1988",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1989",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1990",0.01,0.04,0.08,0.11,0.15,0.15,0.15,0.15,0.15,0.15
"1991",0.01,0.05,0.1,0.12,0.18,0.18,0.18,0.18,0.18,0.18
"1992",0.01,0.06,0.12,0.15,0.21,0.21,0.21,0.21,0.21,0.21
"1993",0.01,0.07,0.14,0.17,0.24,0.24,0.24,0.24,0.24,0.24
"1994",0.01,0.08,0.16,0.21,0.29,0.29,0.29,0.29,0.29,0.29
"1995",0.02,0.09,0.19,0.24,0.33,0.33,0.33,0.33,0.33,0.33
"1996",0.02,0.12,0.24,0.3,0.41,0.41,0.41,0.41,0.41,0.41
"1997",0.03,0.15,0.29,0.36,0.48,0.48,0.48,0.48,0.48,0.48
"1998",0.03,0.18,0.34,0.41,0.54,0.54,0.54,0.54,0.54,0.54
"1999",0.04,0.21,0.39,0.47,0.61,0.61,0.61,0.61,0.61,0.61
"2000",0.05,0.23,0.43,0.51,0.65,0.65,0.65,0.65,0.65,0.65
"2001",0.04,0.21,0.4,0.48,0.62,0.62,0.62,0.62,0.62,0.62
"2002",0.04,0.18,0.35,0.42,0.56,0.56,0.56,0.56,0.56,0.56
"2003",0.03,0.18,0.35,0.42,0.55,0.55,0.55,0.55,0.55,0.55
"2004",0.04,0.19,0.36,0.44,0.57,0.57,0.57,0.57,0.57,0.57
"2005",0.04,0.21,0.4,0.48,0.62,0.62,0.62,0.62,0.62,0.62
"2006",0.05,0.23,0.43,0.51,0.65,0.65,0.65,0.65,0.65,0.65
"2007",0.05,0.24,0.45,0.53,0.67,0.67,0.67,0.67,0.67,0.67
"2008",0.05,0.24,0.44,0.53,0.67,0.67,0.67,0.67,0.67,0.67
"2009",0.06,0.3,0.54,0.63,0.77,0.77,0.77,0.77,0.77,0.77
"2010",0.08,0.38,0.64,0.73,0.85,0.85,0.85,0.85,0.85,0.85
"2011",0.09,0.39,0.66,0.74,0.87,0.87,0.87,0.87,0.87,0.87
"2012",0.07,0.35,0.6,0.69,0.83,0.83,0.83,0.83,0.83,0.83
"2013",0.06,0.29,0.52,0.61,0.75,0.75,0.75,0.75,0.75,0.75
"2014",0.05,0.24,0.45,0.53,0.68,0.68,0.68,0.68,0.68,0.68
"2015",0.05,0.23,0.43,0.51,0.65,0.65,0.65,0.65,0.65,0.65
"2016",0.05,0.23,0.43,0.51,0.66,0.66,0.66,0.66,0.66,0.66
"2017",0.05,0.24,0.45,0.53,0.68,0.68,0.68,0.68,0.68,0.68
"2018",0.05,0.24,0.45,0.53,0.68,0.68,0.68,0.68,0.68,0.68
