"Estimate","Low","High","year","logEstimate","logLow","logHigh","logsd","LRP","logLRP","ratio","prob"
359511.287639216,231758.678932565,557685.116843518,1989,12.7925008538123,12.3534519322741,13.2315497753504,0.219524460769085,40921.0734289993,10.6194004521017,8.79,100
360186.734906599,224894.844374694,576867.310424101,1990,12.7943778840236,12.3233882136059,13.2653675544414,0.235494835208865,40921.0734289993,10.6194004521017,8.8,100
318708.091808607,201978.053815251,502900.418464245,1991,12.6720308901321,12.2159143260021,13.128147454262,0.228058282064964,40921.0734289993,10.6194004521017,7.79,100
265465.562114329,176582.10569535,399088.935943823,1992,12.4892404017006,12.0815412352647,12.8969395681364,0.203849583217938,40921.0734289993,10.6194004521017,6.49,100
214388.90856384,144923.979218164,317149.752326383,1993,12.2755469743958,11.8839646026652,12.6671293461265,0.19579118586532,40921.0734289993,10.6194004521017,5.24,100
167025.242955813,108123.977329168,258013.37014748,1994,12.0259002354001,11.5910337859621,12.4607666848381,0.217433224718994,40921.0734289993,10.6194004521017,4.08,99.9999999950559
132246.190915945,77445.639178984,225823.625412372,1995,11.7924205471579,11.2573315392758,12.32750955504,0.267544503941066,40921.0734289993,10.6194004521017,3.23,99.9994184502822
117678.364198005,58320.9183523144,237448.205404822,1996,11.6757104547539,10.9737161133404,12.3777047961674,0.350997170706754,40921.0734289993,10.6194004521017,2.88,99.8691413468402
103195.974510997,47167.9237854167,225776.508707956,1997,11.5443851245924,10.7614693597365,12.3273008894484,0.391457882427972,40921.0734289993,10.6194004521017,2.52,99.093427172163
91545.4455159635,40685.9723783307,205981.769755606,1998,11.4245908002684,10.613638653013,12.2355429475237,0.405476073627658,40921.0734289993,10.6194004521017,2.24,97.6471678879327
72947.0017787072,32054.7438546768,166005.540166759,1999,11.1974884534313,10.3752004655823,12.0197764412803,0.411143993924508,40921.0734289993,10.6194004521017,1.78,92.0144995784979
69814.1229155925,34490.6145398721,141314.146572801,2000,11.153591602318,10.4484425236867,11.8587406809493,0.352574539315646,40921.0734289993,10.6194004521017,1.71,93.5128421758723
108083.845767355,54557.9046118976,214123.284223672,2001,11.5906625546005,10.9070178865727,12.2743072226284,0.341822334013926,40921.0734289993,10.6194004521017,2.64,99.7754370554014
148660.577015293,83724.4450296321,263960.748270091,2002,11.9094209797146,11.3352862691499,12.4835556902793,0.287067355282333,40921.0734289993,10.6194004521017,3.63,99.9996501675294
150994.796370948,98046.9669949662,232535.785959342,2003,11.9250006540837,11.4932018978974,12.3567994102701,0.215899378093177,40921.0734289993,10.6194004521017,3.69,99.9999999263362
147208.544723873,116412.06853218,186152.139661792,2004,11.899605531988,11.6648914904528,12.1343195735232,0.117357020767598,40921.0734289993,10.6194004521017,3.6,100
143655.46011846,112903.485544609,182783.473178891,2005,11.8751730735595,11.6342886225098,12.1160575246092,0.12044222552484,40921.0734289993,10.6194004521017,3.51,100
118436.233259953,93395.7685739982,150190.330493316,2006,11.6821299787712,11.4446013188437,11.9196586386987,0.118764329963732,40921.0734289993,10.6194004521017,2.89,100
113417.261010876,85288.5288264412,150823.038833109,2007,11.6388288721923,11.3537952440899,11.9238625002946,0.142516814051162,40921.0734289993,10.6194004521017,2.77,99.9999999999576
88019.6045454357,57257.976926833,135307.798147234,2008,11.3853148475742,10.9553222466768,11.8153074484716,0.214996300448711,40921.0734289993,10.6194004521017,2.15,99.9816297735832
75017.3024868457,61729.7158890701,91165.099196566,2009,11.2254740657359,11.0305207128999,11.4204274185719,0.0974766764179975,40921.0734289993,10.6194004521017,1.83,99.9999999747635
56682.8842584531,48269.6617917063,66562.5001004097,2010,10.9452275792152,10.784558522036,11.1058966363944,0.0803345285896047,40921.0734289993,10.6194004521017,1.39,99.9975026943348
28699.7865194786,21832.7659386189,37726.6787258815,2011,10.2646449633744,9.99116714507338,10.5381227816753,0.136738909150487,40921.0734289993,10.6194004521017,0.7,0.473780236494414
25924.0154670083,12750.4793649028,52708.1812926652,2012,10.1629250561764,9.45332414712709,10.8725259652256,0.35480045452463,40921.0734289993,10.6194004521017,0.63,9.91222133936218
27780.8108567044,13873.4471134277,55629.5378896139,2013,10.2321008043886,9.5377320125982,10.9264695961791,0.347184395895219,40921.0734289993,10.6194004521017,0.68,13.230857736627
27124.2488115319,13751.2149060156,53502.5362208569,2014,10.2081833968752,9.52888245599262,10.8874843377578,0.339650470441293,40921.0734289993,10.6194004521017,0.66,11.3003942233116
24034.7707724172,12351.5332156595,46769.109226882,2015,10.0872568430418,9.42153548136748,10.7529782047161,0.332860680837146,40921.0734289993,10.6194004521017,0.59,5.49438930647738
26171.1790694696,13185.3172224628,51946.4645658566,2016,10.1724140487496,9.48685915784289,10.8579689396563,0.342777445453363,40921.0734289993,10.6194004521017,0.64,9.61144962205368
37811.6774485345,18851.9961423496,75839.340337029,2017,10.5403732611094,9.84437408341543,11.2363724388034,0.347999588846988,40921.0734289993,10.6194004521017,0.92,41.0176919706574
39434.9669680164,19414.27272504,80101.7190699499,2018,10.5824081882006,9.87376378202763,11.2910525943736,0.354322203086491,40921.0734289993,10.6194004521017,0.96,45.8424812528347
28112.9346836025,14729.8285004383,53655.553185903,2019,10.2439850584371,9.59762986651302,10.8903402503613,0.323177595962058,40921.0734289993,10.6194004521017,0.69,12.2691258887721
18756.2227314873,10997.4933245946,31988.7342296823,2020,9.83928085535156,9.3054226462297,10.3731390644734,0.266929104560928,40921.0734289993,10.6194004521017,0.46,0.173576528225838
10712.3768004336,7780.58862764248,14748.8862612236,2021,9.27915506229695,8.95938727339044,9.59892285120346,0.159883894453253,40921.0734289993,10.6194004521017,0.26,0
9964.95403301706,5237.75505893404,18958.5629268338,2022,9.20682961979301,8.56364826164781,9.85001097793821,0.321590679072599,40921.0734289993,10.6194004521017,0.24,0.000560403228544448
12966.2149426739,5597.19777239151,30036.9464822013,2023,9.47010240300567,8.63002135369526,10.3101834523161,0.420040524655209,40921.0734289993,10.6194004521017,0.32,0.310804043946455
14365.2141078269,4888.20564372083,42215.7722903474,2024,9.57256487612841,8.49458057110412,10.6505491811527,0.538992152512149,40921.0734289993,10.6194004521017,0.35,2.60558833165025
