"Estimate","Low","High","year","logEstimate","logLow","logHigh","logsd","LRP","logLRP","ratio","prob"
360405.176738686,192877.678744201,673441.801382883,1969,12.794984168483,12.1698114780678,13.4201568588982,0.312586345207599,40921.0734289993,10.6194004521017,8.81,99.9999999998298
339962.159197659,199978.287016218,577934.091799484,1970,12.736589593921,12.2059640747177,13.2672151131242,0.265312759601645,40921.0734289993,10.6194004521017,8.31,99.9999999999999
292294.643395996,187914.332773384,454654.827532634,1971,12.5855176252249,12.1437414612226,13.0272937892273,0.220888082001185,40921.0734289993,10.6194004521017,7.14,100
219528.224127295,148596.134965644,324319.614366997,1972,12.2992360869546,11.9089874012751,12.6894847726342,0.195124342839775,40921.0734289993,10.6194004521017,5.36,100
165855.571572983,118074.210790902,232972.724844334,1973,12.0188726378597,11.6790686107776,12.3586766649418,0.169902013541048,40921.0734289993,10.6194004521017,4.05,100
152087.070947195,107446.464226538,215274.437514567,1974,11.9322084709999,11.5847479953081,12.2796689466917,0.173730237845897,40921.0734289993,10.6194004521017,3.72,99.9999999999979
160551.943482363,104322.760263306,247088.233583006,1975,11.9863728045977,11.5552448363897,12.4175007728057,0.215563984104013,40921.0734289993,10.6194004521017,3.92,99.9999999886139
222862.837054062,134026.965868888,370580.978370973,1976,12.3143117807276,11.805796296515,12.8228272649402,0.254257742106322,40921.0734289993,10.6194004521017,5.45,99.9999999986867
255469.848242651,156148.125468165,417967.511076071,1977,12.4508596708701,11.9585603579524,12.9431589837878,0.246149656458839,40921.0734289993,10.6194004521017,6.24,99.999999999995
218798.799960477,130120.405414076,367912.432425959,1978,12.2959078648736,11.7762154962762,12.815600233471,0.259846184298683,40921.0734289993,10.6194004521017,5.35,99.999999994478
173602.875483515,105155.918810548,286602.587063525,1979,12.0645256449163,11.5631994687578,12.5658518210749,0.250663088079286,40921.0734289993,10.6194004521017,4.24,99.9999995922174
143979.117916049,78695.3145366814,263420.846818281,1980,11.8774235535706,11.2733388968858,12.4815082102555,0.302042328342424,40921.0734289993,10.6194004521017,3.52,99.998443616754
110302.707956209,59445.3771264689,204670.034418123,1981,11.6109837557671,10.9928131383968,12.2291543731375,0.309085308685161,40921.0734289993,10.6194004521017,2.7,99.9331975386533
110379.362649916,63396.8551917635,192179.937981917,1982,11.6116784628322,11.0571695365415,12.1661873891229,0.277254463145351,40921.0734289993,10.6194004521017,2.7,99.9827506868695
157580.434493193,94877.3465127855,261723.100906043,1983,11.9676913020823,11.4603402470697,12.4750423570949,0.253675527506312,40921.0734289993,10.6194004521017,3.85,99.9999946677595
298719.806567449,179365.358529407,497495.857434837,1984,12.6072613112373,12.0971801136927,13.117342508782,0.255040598772315,40921.0734289993,10.6194004521017,7.3,99.9999999999997
388103.66513723,223965.550810563,672534.0318983,1985,12.8690277611084,12.3192475279859,13.418807994231,0.27489011656128,40921.0734289993,10.6194004521017,9.48,100
370458.897873585,220149.91395918,623392.453558526,1986,12.8224977806509,12.3020640203557,13.3429315409462,0.260216880147632,40921.0734289993,10.6194004521017,9.05,100
339806.01270716,208930.283868069,552663.425015266,1987,12.736130182905,12.2497559052909,13.2225044605191,0.243187138807057,40921.0734289993,10.6194004521017,8.3,100
309087.885251621,196649.189409516,485815.990882981,1988,12.6413809337307,12.1891766558556,13.0935852116058,0.226102138937547,40921.0734289993,10.6194004521017,7.55,100
