"year","age","Estimate","Low","High"
"2016","7",65.7695319244047,23.9449001403717,180.649378539782
"2016","8",12.3066857937401,3.94093172228631,38.4311441807927
"2016","9",2.67322812299181,0.74069224725317,9.64793222023797
"2016","10",0.844921507412155,0.203264714992454,3.5121312310114
"2017","1",37679.5598537868,13354.8286417217,106309.805154645
"2017","2",133874.828220696,57643.1690018609,310920.963254853
"2017","3",34193.2698794245,15130.9515390108,77270.7322492421
"2017","4",8446.26190906759,3604.32057069169,19792.7289866105
"2017","5",2939.47638078662,1197.67629583782,7214.40461269051
"2017","6",1765.14223397541,705.623111750107,4415.56838811018
"2017","7",426.281662185891,159.818490134598,1137.01521872048
"2017","8",11.3924405759912,3.4956212226089,37.1286515364002
"2017","9",3.62286628857317,0.998765030581599,13.1413893588534
"2017","10",1.24848804277266,0.303635520973735,5.13353110975822
"2018","1",54982.0562308738,20548.295160498,147118.117769032
"2018","2",27624.9835964974,11137.7121362836,68518.5349889456
"2018","3",81630.210756087,38241.7644754467,174246.439710215
"2018","4",15706.6811166576,6953.03046185416,35480.9076493792
"2018","5",3026.88188550232,1254.7706637302,7301.74382746973
"2018","6",773.012725803337,304.927242404232,1959.64345311513
"2018","7",422.18259931873,160.372569607553,1111.40045709616
"2018","8",70.7541044167847,23.2253542070479,215.546477663713
"2018","9",2.88608846992804,0.763091286077476,10.9154786697511
"2018","10",1.46311988065275,0.364342186550293,5.87557484196474
"2019","1",21041.4330377358,8115.68700614243,54553.8417075997
"2019","2",39560.4879897708,17128.6820161993,91369.0970798966
"2019","3",21304.5981423299,9878.03561614305,45949.004401686
"2019","4",31037.6986761874,14686.1600981759,65595.0045943908
"2019","5",4842.91972974295,2115.76271455084,11085.3033506229
"2019","6",934.098194695044,385.132896976186,2265.55416113023
"2019","7",249.498238702547,94.2678412083919,660.345779830285
"2019","8",122.691529736795,43.0656620974248,349.540927412213
"2019","9",15.1327238991962,4.50357878343772,50.8483016776497
"2019","10",1.32817090096382,0.335261013729805,5.26168528377929
"2020","1",24207.4508022737,9466.96973589291,61899.498011782
"2020","2",13330.1537772837,6129.02462490234,28992.0518517844
"2020","3",21747.9638610054,11441.2021069493,41339.5312554018
"2020","4",8037.40003047571,4083.25744175975,15820.6530377498
"2020","5",11092.9690506811,5591.16226541589,22008.6551807873
"2020","6",1391.08105616402,654.328762560825,2957.39178153357
"2020","7",268.738404580236,115.017177649964,627.90907907792
"2020","8",67.869936440553,25.5836750897314,180.049514242524
"2020","9",26.9746677793031,9.2322336645984,78.8143723651541
"2020","10",4.10179956688836,1.15285942460533,14.5939386258523
"2021","1",35491.7294698879,13367.685691786,94231.9328720997
"2021","2",15515.4707574658,7146.67877369794,33684.1546190291
"2021","3",6602.2340473732,3865.64376810149,11276.1281254071
"2021","4",7847.89239949562,5086.84721958405,12107.5810724068
"2021","5",2329.21313760367,1437.20401433395,3774.85296887356
"2021","6",1695.65616191437,1032.37343693414,2785.08698168063
"2021","7",241.637966891105,121.970153359207,478.714713683347
"2021","8",93.4617785889661,40.7734532823987,214.235080764761
"2021","9",21.3732524246358,7.68227504297007,59.4636245971464
"2021","10",5.85223607054626,1.87556562937868,18.2604471360185
"2022","1",34367.3829570038,11328.1376064388,104264.006348406
"2022","2",24663.4450551052,10502.9085678246,57915.9113933129
"2022","3",7219.42665645237,3490.61266851672,14931.5109401819
"2022","4",2043.97468764356,1006.26101402111,4151.83780899214
"2022","5",1646.4967488843,834.048439022174,3250.35263810919
"2022","6",557.286134274304,262.23667965896,1184.3035682815
"2022","7",315.066099912247,142.110705491851,698.516321978332
"2022","8",32.8590436511984,11.5868363048885,93.1847763496778
"2022","9",27.4532868627026,8.74153570112749,86.218598806229
"2022","10",7.55242773150237,2.00939911280774,28.3861798664104
"2023","1",28826.52550553,7257.45421207807,114498.631123025
"2023","2",26639.1675154477,9205.83646511701,77086.449298235
"2023","3",16464.0993683982,6639.66309346527,40825.3497499401
"2023","4",4082.26783912008,1647.73812221764,10113.8102503117
"2023","5",1085.47493646867,429.969344996377,2740.32521483966
"2023","6",643.954992711787,246.45573036234,1682.56600091536
"2023","7",165.366169716554,55.8555955762628,489.583358741333
"2023","8",117.597829689159,38.4248244618351,359.904039674562
"2023","9",18.7134755007452,4.83346803400873,72.4519460670872
"2023","10",13.1379970320674,3.24097987419731,53.2576482158383
"2024","1",32337.438026948,5428.50503027228,192633.126858179
"2024","2",20641.4699779569,5152.20267167763,82696.724100755
"2024","3",16805.7197958659,5153.32224407005,54805.8523183091
"2024","4",8974.35880609885,2730.78679224992,29493.0077328545
"2024","5",1856.48068479092,525.669705387819,6556.43743148381
"2024","6",677.478561662313,177.348669291103,2587.99348958556
"2024","7",227.625902836979,54.8552193201564,944.550988666109
"2024","8",51.4802116457193,10.5772937284115,250.556735885036
"2024","9",51.4145720322138,10.5510141740701,250.54067539329
"2024","10",16.0344688826131,2.8807733556956,89.2483234889568
