"logssb","CV","sdlogssb","logLRP","Lsdlogssb","Hsdlogssb","probLRP","LprobLRP","UprobLRP","ssb","Lssb","Hssb","ratio"
10.746,0.0233673323690734,0.251105353638063,10.598557136595,0.076138093045009,0.426072614231117,0.721457013067036,0.973597915779441,0.635347814471315,46443.8808830479,40005.3845438122,107055.46288752,1.15886706921966
10.747,0.0233673323690734,0.251128720970432,10.598557136595,0.0761451782946875,0.426112263646177,0.722774192405056,0.974380435068396,0.636217191119375,46490.3479936139,40044.8538273922,107170.900128839,1.16002651591561
10.748,0.0233673323690734,0.251152088302801,10.598557136595,0.0761522635443659,0.426151913061236,0.724088073228482,0.975143302613766,0.637085705469723,46536.8615945319,40084.3620513391,107286.46184542,1.16118712263816
10.749,0.0233673323690734,0.25117545563517,10.598557136595,0.0761593487940444,0.426191562476296,0.725398644180867,0.975886890742188,0.637953353876662,46583.4217323153,40123.9092540712,107402.148171482,1.16234889054795
10.75,0.0233673323690734,0.251198822967539,10.598557136595,0.0761664340437229,0.426231211891356,0.72670589404441,0.976611568641825,0.638820132709659,46630.0284535243,40163.495474045,107517.959241392,1.16351182080671
10.751,0.0233673323690734,0.251222190299908,10.598557136595,0.0761735192934014,0.426270861306415,0.728009811740033,0.977317702258591,0.639686038353381,46676.6818047657,40203.1207497549,107633.89518966,1.1646759145774
10.752,0.0233673323690734,0.251245557632277,10.598557136595,0.0761806045430799,0.426310510721475,0.729310386327427,0.978005654197294,0.640551067207728,46723.3818326928,40242.7851197334,107749.956150941,1.16584117302409
10.753,0.0233673323690734,0.251268924964647,10.598557136595,0.0761876897927584,0.426350160136535,0.730607607005089,0.978675783627659,0.641415215687855,46770.1285840055,40282.4886225507,107866.142260037,1.16700759731206
10.754,0.0233673323690734,0.251292292297016,10.598557136595,0.0761947750424369,0.426389809551594,0.731901463110372,0.979328446195184,0.642278480224215,46816.9221054508,40322.2312968152,107982.453651894,1.16817518860772
10.755,0.0233673323690734,0.251315659629385,10.598557136595,0.0762018602921154,0.426429458966654,0.733191944119504,0.979963993936759,0.643140857262583,46863.7624438221,40362.0131811736,108098.890461602,1.16934394807867
10.756,0.0233673323690734,0.251339026961754,10.598557136595,0.0762089455417938,0.426469108381714,0.734479039647598,0.980582775200992,0.644002343264084,46910.6496459597,40401.8343143104,108215.4528244,1.17051387689366
10.757,0.0233673323690734,0.251362394294123,10.598557136595,0.0762160307914723,0.426508757796773,0.735762739448676,0.981185134573193,0.64486293470523,46957.5837587509,40441.6947349485,108332.14087567,1.17168497622262
10.758,0.0233673323690734,0.251385761626492,10.598557136595,0.0762231160411508,0.426548407211833,0.737043033415657,0.981771412804926,0.645722628077943,47004.5648291297,40481.5944818489,108448.954750942,1.17285724723666
10.759,0.0233673323690734,0.251409128958861,10.598557136595,0.0762302012908293,0.426588056626893,0.738319911580358,0.982341946748088,0.64658141988959,47051.5929040774,40521.5335938109,108565.894585891,1.17403069110805
10.76,0.0233673323690734,0.25143249629123,10.598557136595,0.0762372865405078,0.426627706041952,0.739593364113463,0.982897069293411,0.647439306663002,47098.6680306217,40561.512109672,108682.960516338,1.17520530901022
10.761,0.0233673323690734,0.251455863623599,10.598557136595,0.0762443717901863,0.426667355457012,0.740863381324513,0.983437109313356,0.648296284936511,47145.7902558381,40601.5300683079,108800.152678251,1.1763811021178
10.762,0.0233673323690734,0.251479230955968,10.598557136595,0.0762514570398647,0.426707004872072,0.742129953661863,0.983962391609277,0.649152351263977,47192.9596268487,40641.5875086332,108917.471207745,1.17755807160659
10.763,0.0233673323690734,0.251502598288337,10.598557136595,0.0762585422895432,0.426746654287131,0.743393071712635,0.984473236862812,0.650007502214808,47240.1761908228,40681.6844696001,109034.916241082,1.17873621865354
