"","1","2","3","4","5","6","7","8","9","10"
"1969",0.01,0.04,0.08,0.1,0.13,0.13,0.13,0.13,0.13,0.13
"1970",0.01,0.04,0.08,0.1,0.13,0.13,0.13,0.13,0.13,0.13
"1971",0.01,0.05,0.08,0.11,0.14,0.14,0.14,0.14,0.14,0.14
"1972",0.02,0.06,0.1,0.13,0.16,0.16,0.16,0.16,0.16,0.16
"1973",0.03,0.1,0.18,0.23,0.28,0.28,0.28,0.28,0.28,0.28
"1974",0.04,0.14,0.25,0.31,0.38,0.38,0.38,0.38,0.38,0.38
"1975",0.04,0.13,0.22,0.28,0.35,0.35,0.35,0.35,0.35,0.35
"1976",0.03,0.1,0.17,0.22,0.27,0.27,0.27,0.27,0.27,0.27
"1977",0.02,0.07,0.12,0.16,0.2,0.2,0.2,0.2,0.2,0.2
"1978",0.02,0.07,0.13,0.17,0.21,0.21,0.21,0.21,0.21,0.21
"1979",0.02,0.09,0.15,0.2,0.25,0.25,0.25,0.25,0.25,0.25
"1980",0.03,0.1,0.18,0.23,0.29,0.29,0.29,0.29,0.29,0.29
"1981",0.03,0.12,0.2,0.26,0.32,0.32,0.32,0.32,0.32,0.32
"1982",0.03,0.12,0.22,0.27,0.34,0.34,0.34,0.34,0.34,0.34
"1983",0.03,0.09,0.17,0.21,0.26,0.26,0.26,0.26,0.26,0.26
"1984",0.02,0.07,0.13,0.16,0.2,0.2,0.2,0.2,0.2,0.2
"1985",0.02,0.07,0.12,0.16,0.2,0.2,0.2,0.2,0.2,0.2
"1986",0.02,0.06,0.11,0.15,0.18,0.18,0.18,0.18,0.18,0.18
"1987",0.02,0.06,0.1,0.13,0.17,0.17,0.17,0.17,0.17,0.17
"1988",0.01,0.05,0.1,0.12,0.16,0.16,0.16,0.16,0.16,0.16
"1989",0.01,0.05,0.09,0.11,0.14,0.14,0.14,0.14,0.14,0.14
"1990",0.02,0.06,0.1,0.13,0.17,0.17,0.17,0.17,0.17,0.17
"1991",0.02,0.07,0.12,0.15,0.19,0.19,0.19,0.19,0.19,0.19
"1992",0.02,0.08,0.14,0.18,0.22,0.22,0.22,0.22,0.22,0.22
"1993",0.03,0.09,0.16,0.21,0.26,0.26,0.26,0.26,0.26,0.26
"1994",0.03,0.11,0.2,0.25,0.31,0.31,0.31,0.31,0.31,0.31
"1995",0.03,0.12,0.21,0.27,0.33,0.33,0.33,0.33,0.33,0.33
"1996",0.05,0.17,0.29,0.36,0.44,0.44,0.44,0.44,0.44,0.44
"1997",0.06,0.22,0.36,0.45,0.53,0.53,0.53,0.53,0.53,0.53
"1998",0.07,0.25,0.41,0.5,0.59,0.59,0.59,0.59,0.59,0.59
"1999",0.09,0.29,0.46,0.55,0.65,0.65,0.65,0.65,0.65,0.65
"2000",0.08,0.28,0.46,0.55,0.64,0.64,0.64,0.64,0.64,0.64
"2001",0.06,0.22,0.37,0.45,0.54,0.54,0.54,0.54,0.54,0.54
"2002",0.05,0.18,0.31,0.39,0.47,0.47,0.47,0.47,0.47,0.47
"2003",0.05,0.18,0.31,0.39,0.47,0.47,0.47,0.47,0.47,0.47
"2004",0.07,0.23,0.38,0.46,0.55,0.55,0.55,0.55,0.55,0.55
"2005",0.08,0.27,0.44,0.53,0.62,0.62,0.62,0.62,0.62,0.62
"2006",0.09,0.3,0.48,0.57,0.67,0.67,0.67,0.67,0.67,0.67
"2007",0.09,0.29,0.46,0.56,0.65,0.65,0.65,0.65,0.65,0.65
"2008",0.08,0.28,0.44,0.54,0.63,0.63,0.63,0.63,0.63,0.63
"2009",0.11,0.37,0.57,0.67,0.76,0.76,0.76,0.76,0.76,0.76
"2010",0.16,0.48,0.7,0.79,0.87,0.87,0.87,0.87,0.87,0.87
"2011",0.19,0.54,0.76,0.85,0.91,0.91,0.91,0.91,0.91,0.91
"2012",0.14,0.43,0.64,0.74,0.82,0.82,0.82,0.82,0.82,0.82
"2013",0.1,0.33,0.52,0.62,0.72,0.72,0.72,0.72,0.72,0.72
"2014",0.08,0.26,0.43,0.52,0.61,0.61,0.61,0.61,0.61,0.61
"2015",0.08,0.27,0.43,0.52,0.61,0.61,0.61,0.61,0.61,0.61
"2016",0.08,0.28,0.45,0.54,0.63,0.63,0.63,0.63,0.63,0.63
"2017",0.09,0.29,0.47,0.57,0.66,0.66,0.66,0.66,0.66,0.66
"2018",0.08,0.28,0.44,0.54,0.63,0.63,0.63,0.63,0.63,0.63
"2019",0.09,0.29,0.47,0.56,0.65,0.65,0.65,0.65,0.65,0.65
"2020",0.1,0.32,0.51,0.61,0.7,0.7,0.7,0.7,0.7,0.7
"2021",0.1,0.33,0.52,0.62,0.72,0.72,0.72,0.72,0.72,0.72
"2022",0.05,0.17,0.29,0.36,0.44,0.44,0.44,0.44,0.44,0.44
"2023",0.04,0.15,0.26,0.33,0.4,0.4,0.4,0.4,0.4,0.4
"2024",0.03,0.1,0.18,0.23,0.28,0.28,0.28,0.28,0.28,0.28
