"Estimate","Low","High","year","logEstimate","logLow","logHigh","logsd","RR","logRR","ratio","prob"
0.134349913290727,0.0336119963315094,0.537007651173191,1969,-2.00730758931923,-3.39287224205846,-0.621742936580005,0.692782326369614,0.59,-0.527632742082372,0.23,1.63460732099595
0.137647307940215,0.049858821258654,0.380008610410132,1970,-1.98306060486617,-2.99855984218796,-0.967561367544384,0.507749618660894,0.59,-0.527632742082372,0.23,0.207566109562984
0.149885180991082,0.0900170412817791,0.249570160947701,1971,-1.89788573805947,-2.40775627900054,-1.38801519711841,0.254935270470532,0.59,-0.527632742082372,0.25,3.83114217017422e-06
0.178372010986425,0.115731121960694,0.274918049391651,1972,-1.72388396023416,-2.15648569252909,-1.29128222793923,0.216300866147465,0.59,-0.527632742082372,0.3,1.59662687515549e-06
0.32907679502448,0.218239763634282,0.496204427736892,1973,-1.11146413592757,-1.52216098738169,-0.700767284473455,0.205348425727058,0.59,-0.527632742082372,0.56,0.223367213944303
0.479339025774749,0.316475884387265,0.726013933338204,1974,-0.735347153692729,-1.15050823496986,-0.320186072415603,0.207580540638563,0.59,-0.527632742082372,0.81,15.8499254671199
0.422192666040037,0.250024886154212,0.712915622119528,1975,-0.86229351453822,-1.38619482145728,-0.338392207619161,0.26195065345953,0.59,-0.527632742082372,0.72,10.0700221418786
0.317413016640758,0.152689710232129,0.659841602815394,1976,-1.1475514615204,-1.87934745454129,-0.415755468499502,0.365897996510448,0.59,-0.527632742082372,0.54,4.51099218108256
0.225532946480141,0.133167389358192,0.381963708931755,1977,-1.48928902658678,-2.01614837548849,-0.962429677685066,0.263429674450856,0.59,-0.527632742082372,0.38,0.0130853050953395
0.23496632074954,0.108518035097964,0.508755727439553,1978,-1.4483130910681,-2.22083889771393,-0.675787284422259,0.386262903322919,0.59,-0.527632742082372,0.4,0.857307212575453
0.281782143884787,0.158137626914786,0.502101733543103,1979,-1.26662104602203,-1.84428956868196,-0.68895252336209,0.288834261329968,0.59,-0.527632742082372,0.48,0.525593501891453
0.335313796299451,0.163540618120092,0.687507136032623,1980,-1.09268848022028,-1.8106938906291,-0.374683069811465,0.35900270520441,0.59,-0.527632742082372,0.57,5.77484000392154
0.383223553694912,0.163289137038137,0.899388010558575,1981,-0.959136768973458,-1.81223280272396,-0.106040735222957,0.426548016875251,0.59,-0.527632742082372,0.65,15.5860157695895
0.410124941704213,0.148558676355167,1.13222917661001,1982,-0.891293429842391,-1.90677527181066,0.124188412125881,0.507740920984136,0.59,-0.527632742082372,0.7,23.6923814908442
0.308849536398978,0.129734780525659,0.735254152721198,1983,-1.17490105789696,-2.04226306226964,-0.307539053524271,0.433681002186342,0.59,-0.527632742082372,0.52,6.77842337786795
0.228521800011853,0.136508506857396,0.38255647419257,1984,-1.47612366833275,-1.99136834499941,-0.960878991666094,0.25762233833333,0.59,-0.527632742082372,0.39,0.0115837094379456
0.219878202986023,0.0933918144364907,0.517673036337033,1985,-1.51468150872626,-2.3709515774542,-0.658411439998317,0.428135034363972,0.59,-0.527632742082372,0.37,1.05703749868978
0.20480714831947,0.0750264079095741,0.559082717292144,1986,-1.58568648252225,-2.58991512195942,-0.581457843085077,0.502114319718585,0.59,-0.527632742082372,0.35,1.75502575570126
