"","1","2","3","4","5","6","7","8","9","10"
"1969",0.01,0.04,0.08,0.1,0.13,0.13,0.13,0.13,0.13,0.13
"1970",0.01,0.04,0.08,0.11,0.14,0.14,0.14,0.14,0.14,0.14
"1971",0.01,0.05,0.09,0.12,0.15,0.15,0.15,0.15,0.15,0.15
"1972",0.02,0.06,0.1,0.14,0.18,0.18,0.18,0.18,0.18,0.18
"1973",0.03,0.11,0.19,0.25,0.33,0.33,0.33,0.33,0.33,0.33
"1974",0.04,0.15,0.28,0.37,0.48,0.48,0.48,0.48,0.48,0.48
"1975",0.04,0.14,0.25,0.33,0.42,0.42,0.42,0.42,0.42,0.42
"1976",0.03,0.1,0.19,0.25,0.32,0.32,0.32,0.32,0.32,0.32
"1977",0.02,0.07,0.13,0.17,0.23,0.23,0.23,0.23,0.23,0.23
"1978",0.02,0.08,0.14,0.18,0.23,0.23,0.23,0.23,0.23,0.23
"1979",0.02,0.09,0.17,0.22,0.28,0.28,0.28,0.28,0.28,0.28
"1980",0.03,0.11,0.2,0.26,0.34,0.34,0.34,0.34,0.34,0.34
"1981",0.03,0.12,0.23,0.3,0.38,0.38,0.38,0.38,0.38,0.38
"1982",0.04,0.13,0.24,0.32,0.41,0.41,0.41,0.41,0.41,0.41
"1983",0.03,0.1,0.18,0.24,0.31,0.31,0.31,0.31,0.31,0.31
"1984",0.02,0.07,0.13,0.18,0.23,0.23,0.23,0.23,0.23,0.23
"1985",0.02,0.07,0.13,0.17,0.22,0.22,0.22,0.22,0.22,0.22
"1986",0.02,0.07,0.12,0.16,0.2,0.2,0.2,0.2,0.2,0.2
"1987",0.02,0.06,0.11,0.14,0.19,0.19,0.19,0.19,0.19,0.19
"1988",0.01,0.06,0.1,0.13,0.17,0.17,0.17,0.17,0.17,0.17
"1989",0.01,0.05,0.09,0.12,0.15,0.15,0.15,0.15,0.15,0.15
"1990",0.02,0.06,0.11,0.14,0.18,0.18,0.18,0.18,0.18,0.18
"1991",0.02,0.07,0.13,0.17,0.22,0.22,0.22,0.22,0.22,0.22
"1992",0.02,0.08,0.15,0.2,0.26,0.26,0.26,0.26,0.26,0.26
"1993",0.03,0.1,0.18,0.23,0.3,0.3,0.3,0.3,0.3,0.3
"1994",0.03,0.12,0.22,0.29,0.38,0.38,0.38,0.38,0.38,0.38
"1995",0.03,0.13,0.23,0.31,0.4,0.4,0.4,0.4,0.4,0.4
"1996",0.05,0.19,0.34,0.44,0.57,0.57,0.57,0.57,0.57,0.57
"1997",0.07,0.25,0.45,0.59,0.76,0.76,0.76,0.76,0.76,0.76
"1998",0.08,0.29,0.53,0.69,0.9,0.9,0.9,0.9,0.9,0.9
"1999",0.09,0.34,0.61,0.81,1.04,1.04,1.04,1.04,1.04,1.04
"2000",0.09,0.33,0.61,0.8,1.04,1.04,1.04,1.04,1.04,1.04
"2001",0.07,0.25,0.46,0.61,0.79,0.79,0.79,0.79,0.79,0.79
"2002",0.05,0.2,0.37,0.49,0.63,0.63,0.63,0.63,0.63,0.63
"2003",0.05,0.2,0.37,0.49,0.63,0.63,0.63,0.63,0.63,0.63
"2004",0.07,0.26,0.47,0.62,0.8,0.8,0.8,0.8,0.8,0.8
"2005",0.08,0.32,0.58,0.76,0.98,0.98,0.98,0.98,0.98,0.98
"2006",0.09,0.35,0.64,0.84,1.09,1.09,1.09,1.09,1.09,1.09
"2007",0.09,0.34,0.62,0.82,1.06,1.06,1.06,1.06,1.06,1.06
"2008",0.09,0.32,0.58,0.77,0.99,0.99,0.99,0.99,0.99,0.99
"2009",0.12,0.46,0.83,1.1,1.42,1.42,1.42,1.42,1.42,1.42
"2010",0.17,0.65,1.19,1.56,2.02,2.02,2.02,2.02,2.02,2.02
"2011",0.21,0.78,1.42,1.87,2.41,2.41,2.41,2.41,2.41,2.41
"2012",0.15,0.56,1.02,1.34,1.74,1.74,1.74,1.74,1.74,1.74
"2013",0.11,0.41,0.75,0.98,1.27,1.27,1.27,1.27,1.27,1.27
"2014",0.08,0.31,0.56,0.74,0.95,0.95,0.95,0.95,0.95,0.95
"2015",0.08,0.31,0.56,0.74,0.96,0.96,0.96,0.96,0.96,0.96
"2016",0.09,0.33,0.59,0.78,1.01,1.01,1.01,1.01,1.01,1.01
"2017",0.09,0.35,0.63,0.83,1.08,1.08,1.08,1.08,1.08,1.08
"2018",0.09,0.32,0.59,0.77,1,1,1,1,1,1
"2019",0.09,0.34,0.62,0.82,1.06,1.06,1.06,1.06,1.06,1.06
"2020",0.1,0.38,0.7,0.92,1.18,1.18,1.18,1.18,1.18,1.18
"2021",0.1,0.37,0.67,0.88,1.14,1.14,1.14,1.14,1.14,1.14
"2022",0.04,0.14,0.26,0.34,0.44,0.44,0.44,0.44,0.44,0.44
"2023",0.03,0.13,0.24,0.31,0.4,0.4,0.4,0.4,0.4,0.4
"2024",0.03,0.1,0.18,0.24,0.3,0.3,0.3,0.3,0.3,0.3
"2025",0.02,0.08,0.15,0.2,0.25,0.25,0.25,0.25,0.25,0.25
