"year","age","Estimate","Low","High"
"1981","2",29349.4927006876,12296.2428529922,70053.3270272962
"1981","3",66785.0461478076,31566.7351916482,141295.650686894
"1981","4",22462.3826307523,10554.8472646735,47803.4992641772
"1981","5",15331.3610329597,7142.32456530567,32909.5421208844
"1981","6",25733.316560575,11999.831745724,55184.4055182465
"1981","7",33226.7570462824,15230.2580405925,72488.4227745971
"1981","8",15590.3171358483,6493.39080197092,37431.5971129522
"1981","9",5929.89844576376,2113.0093768903,16641.5236778654
"1981","10",4576.37643441197,1617.87450582408,12944.8985035916
"1982","1",373760.582412435,149862.502004424,932167.627637489
"1982","2",140535.125885729,61486.6179965739,321210.081985941
"1982","3",17160.629197994,8355.12729952762,35246.2845763813
"1982","4",31813.771935229,15741.9783936718,64294.0842272805
"1982","5",5910.86526956002,2780.26109489894,12566.5637299294
"1982","6",9601.02051779618,4527.96214049456,20357.8546204618
"1982","7",14787.8444271231,6313.73728541046,34635.6417626235
"1982","8",23048.390975959,10395.5474489228,51101.5248779142
"1982","9",8133.95563668789,3035.75823599788,21793.9734182616
"1982","10",6250.05505850085,2271.29929636281,17198.6088741571
"1983","1",954849.855281311,402492.457460963,2265230.63781678
"1983","2",297343.384117547,139759.070116549,632610.735065317
"1983","3",96612.1432352961,48792.1742649905,191299.247494586
"1983","4",10517.8819075218,5372.78162528748,20590.0495378229
"1983","5",14400.8793543323,7468.33289554255,27768.6237449073
"1983","6",2625.81451901425,1246.75863381124,5530.26199400669
"1983","7",3741.43277196679,1612.42420354252,8681.53625850602
"1983","8",6868.82758696073,2812.6333189223,16774.5977059927
"1983","9",12210.4927156267,5528.62144371146,26968.0487037076
"1983","10",7357.06080597148,2894.26150668501,18701.2623350528
"1984","1",111433.358837214,42894.4550263031,289487.148260282
"1984","2",888708.122238374,447990.489964422,1762988.59959098
"1984","3",219799.761121365,117570.925904772,410917.36428222
"1984","4",23247.6585080647,11848.0173267286,45615.5330637772
"1984","5",4081.53192487512,2009.7004982672,8289.24651615425
"1984","6",7570.66367271645,3681.40260793704,15568.78031265
"1984","7",1658.68482399925,666.223104924853,4129.60061731233
"1984","8",2123.91321290005,777.430742770286,5802.45556003733
"1984","9",4751.25401291229,1512.87355982335,14921.5475071499
"1984","10",23943.154632484,12210.5937992502,46948.9578623312
"1985","1",313362.157098855,122197.171626495,803585.223738165
"1985","2",85770.0361659717,37408.6004196922,196652.615210901
"1985","3",795246.101894475,432640.023138382,1461761.1149121
"1985","4",130321.407526676,69241.0440314118,245283.263666984
"1985","5",9377.66878387256,4552.55151960394,19316.7878367401
"1985","6",2403.76234348488,1116.41001173991,5175.58365044654
"1985","7",4984.86410361811,2057.04507590851,12079.88605722
"1985","8",1135.90477330387,405.856325883427,3179.15373428258
"1985","9",1283.48016387552,404.321667169601,4074.28407830275
"1985","10",19810.5494603376,9914.40210464318,39584.6230340693
"1986","1",132246.903165123,51788.2928644228,337706.505262698
"1986","2",222978.507941329,99047.3882054679,501976.032932855
"1986","3",74615.7786626019,38011.5580364772,146468.987671687
"1986","4",569341.684519048,317506.597173823,1020923.52290094
"1986","5",85059.8426893845,45564.9621647284,158788.167368293
"1986","6",5650.09381227429,2719.93537784684,11736.8818198804
"1986","7",1750.85432351114,723.505013216872,4237.00016745946
"1986","8",2683.3443889441,1050.35330006998,6855.15731630309
"1986","9",708.876904251995,227.444202489397,2209.36150441257
"1986","10",9520.75489784235,4635.2623636257,19555.4785714194
"1987","1",127999.545461195,50519.214675864,324309.943125463
"1987","2",86257.9711596313,38704.5944843738,192236.546789806
"1987","3",133731.482578291,70052.6417052013,255295.289331822
"1987","4",46736.9899106699,24932.3954561555,87610.764467109
"1987","5",440675.570912352,256444.326654106,757259.719224979
"1987","6",62449.4175482547,34044.0827291101,114555.289480058
"1987","7",3222.80439992795,1391.36502727752,7464.9484474381
"1987","8",1231.73724980457,464.440442185863,3266.67644491859
"1987","9",1483.52662985986,524.456524513689,4196.44176139126
"1987","10",5511.40067015357,2537.22971293119,11971.9303270642
"1988","1",454297.573009739,181651.888568194,1136163.71659719
"1988","2",83399.4260274142,37710.1771437548,184445.282110112
"1988","3",47316.5883075503,25047.0987814544,89385.9823287764
"1988","4",55543.2348131894,30194.2680713575,102173.396825591
"1988","5",30237.0394065221,16351.0614700446,55915.5473634871
"1988","6",369081.555135327,221671.292640145,614518.879367249
"1988","7",41821.9616737589,21653.9966706352,80773.8407299781
"1988","8",2063.24984128345,776.733427222726,5480.6446566584
"1988","9",822.140733617299,266.025595234858,2540.79080351673
"1988","10",4722.92114217257,1992.77123778236,11193.4494498243
"1989","1",489780.366355257,195604.716274053,1226375.37497305
"1989","2",341435.384582021,157559.840766634,739897.433746077
"1989","3",52599.4875538932,27797.976070311,99529.0478678801
"1989","4",27750.1368099188,14994.106217449,51358.1857965672
"1989","5",26893.6504001313,14525.866911159,49791.7567514581
"1989","6",15611.5316428061,8131.66925308326,29971.6961731966
"1989","7",348200.616081898,211836.364028355,572345.874590185
"1989","8",24908.3162581014,11083.6553296466,55976.4987597624
"1989","9",1336.99794082151,428.96497798768,4167.1548622608
"1989","10",3890.76434877996,1466.9762075542,10319.2179530818
"1990","1",190035.824419859,75745.049447245,476778.546274341
"1990","2",395127.480083257,181699.46897922,859252.514022478
"1990","3",223738.961564255,118954.470550501,420825.906669888
"1990","4",31856.5671796606,16883.4064174776,60108.7746973665
"1990","5",18819.0700670414,9924.94007819134,35683.5804950022
"1990","6",17180.8434306076,8803.88110807515,33528.5514835388
"1990","7",11219.8471045938,4925.36497590528,25558.5057485662
"1990","8",244004.060840769,141033.790941549,422154.019326197
"1990","9",15446.6395225511,6160.16251654645,38732.5288738328
"1990","10",3194.27111262809,1108.04969190372,9208.40285009246
"1991","1",226511.946816464,90958.75968164,564076.095916039
"1991","2",139034.963156005,63520.1863950312,304324.059434808
"1991","3",306618.935589263,165742.043489821,567237.917925553
"1991","4",141757.626397827,77911.610710392,257923.362881594
"1991","5",17793.8785584646,9418.94579596657,33615.4513479598
"1991","6",12236.4777350986,6289.27557069967,23807.4140142833
"1991","7",11712.5644344517,5202.41654051413,26369.3159828422
"1991","8",7841.39494277784,3102.56206218504,19818.289986218
"1991","9",152080.761688993,86785.1801981948,266503.54384337
"1991","10",10631.2583746895,3865.67869702391,29237.7260211566
"1992","1",215802.862786715,85952.9976891613,541817.933510124
"1992","2",164670.902316917,76268.6044888598,355539.559843768
"1992","3",86608.6181250768,47229.8793487126,158820.069773052
"1992","4",212561.294817747,122724.56990546,368160.215101207
"1992","5",92814.0827233762,53037.4632773996,162422.058285969
"1992","6",12361.9935354548,6498.6861655895,23515.3506842355
"1992","7",7277.17551128178,3268.07571383225,16204.423660644
"1992","8",7288.19760738484,2945.93959142196,18030.8600077746
"1992","9",4893.5658134481,1702.16489260456,14068.546751605
"1992","10",85702.3367780155,49384.2770450599,148729.331858208
"1993","1",44434.6831723998,17011.060118534,116068.0789365
"1993","2",151443.220060336,68942.196594563,332670.701473589
"1993","3",104492.921978092,57209.9548043846,190854.385060323
"1993","4",49931.4684339861,28094.0777655858,88742.9571732788
"1993","5",150863.583680994,91190.8890743211,249584.373089322
"1993","6",61233.2512628236,35109.3993511681,106795.078511969
"1993","7",8125.00013186917,3672.02961430535,17977.9669765443
"1993","8",4390.70680128036,1764.5558597086,10925.3023126132
"1993","9",4187.66128877346,1475.11336763555,11888.243611812
"1993","10",42610.0248924968,23350.1933989322,77755.8536805192
"1994","1",163757.157198551,61971.1641560451,432723.943449354
"1994","2",27154.7517854668,11779.5229180308,62598.5067189443
"1994","3",116230.940456789,62407.8147772204,216473.394681348
"1994","4",82952.7580737502,46568.9961260731,147762.688579613
"1994","5",25312.957781274,13938.6453978901,45969.0173145197
"1994","6",92890.6089146068,55012.4886256606,156849.20715442
"1994","7",31125.8946503585,16141.6254526835,60020.059356795
"1994","8",4638.7284155761,1863.5628799528,11546.5925754102
"1994","9",2475.00036384611,861.432224614061,7110.97939687918
"1994","10",16898.7042060109,8102.79692351737,35242.9175428833
"1995","1",185282.703374393,67172.9424649894,511064.111678837
"1995","2",113823.386348054,47828.7716155397,270878.02680529
"1995","3",14970.1890465719,7229.62331371021,30998.3729947736
"1995","4",72608.7413522138,37819.5597160358,139399.542467896
"1995","5",51112.908506083,27258.8686249728,95841.4471229295
"1995","6",13339.1182694688,6578.04631294617,27049.3802782582
"1995","7",46977.2733843855,24547.6317259596,89901.3085770508
"1995","8",15633.392379283,6865.98761392924,35596.1838306837
"1995","9",2422.34723396646,816.463052933017,7186.81157809399
"1995","10",7319.22990941429,2931.35193968321,18275.2284847291
"1996","1",165134.979949398,58194.5605269006,468592.963946909
"1996","2",128756.172089002,50499.6136596595,328282.746136252
"1996","3",69673.9237827323,30400.3999242867,159683.940585393
"1996","4",7919.15105141648,3404.44674849899,18420.8942033829
"1996","5",36919.0725633697,16322.7625125013,83504.1199610328
"1996","6",32705.7742965779,14322.9763269043,74681.940954509
"1996","7",6762.74045372967,2513.38779617913,18196.4193961783
"1996","8",26433.647072479,11146.2997197348,62687.8619022995
"1996","9",7498.75530418991,2614.31503402527,21509.0111100867
"1996","10",4132.0063210273,1343.57511344169,12707.4966380363
"1997","1",212458.676870373,74534.9771995381,605604.121359939
"1997","2",117963.276575501,44320.7424850104,313968.896733498
"1997","3",78583.6935379096,31772.5852573617,194362.430379481
"1997","4",32349.4224505847,12918.2523640461,81008.25896535
"1997","5",3779.17612473326,1450.1607985339,9848.68174356464
"1997","6",17109.5463891183,6642.85713691845,44067.8719424014
"1997","7",14831.2597262812,5432.5808837543,40490.1960551018
"1997","8",2870.48755138286,890.053892088974,9257.52794957753
"1997","9",12022.7491324822,4289.74224514208,33695.8466132304
"1997","10",4228.78246791287,1281.82266778551,13950.9166208002
"1998","1",92675.1194298749,32340.3675876894,265571.432917507
"1998","2",153960.05747689,59146.6429941992,400761.532664027
"1998","3",66182.8794918103,26156.7482937672,167458.641595416
"1998","4",40969.9207852147,15956.9232404879,105191.607670818
"1998","5",13908.3645481056,5204.30456726976,37169.7316908729
"1998","6",1351.26464927604,472.342289446554,3865.66308623886
"1998","7",6285.37235913201,2141.88308249382,18444.4734709532
"1998","8",5289.10541663967,1749.30488020558,15991.8584946951
"1998","9",989.464460807414,262.616479155155,3728.02164719634
"1998","10",4693.00748418494,1539.92873825486,14302.1678208144
"1999","1",115410.729493179,41262.2528713461,322804.392762506
"1999","2",61021.1483299259,22924.0717195916,162431.028355252
"1999","3",87707.7300677404,34876.5334346677,220567.962353421
"1999","4",31575.9121120933,12055.588861108,82703.4031433457
"1999","5",15977.7086993763,5884.85444905391,43380.3720197648
"1999","6",4541.11836855225,1592.50740020719,12949.2371806371
"1999","7",519.832768563278,157.311595148904,1717.7761564008
"1999","8",1872.21708748154,589.448034450744,5946.57479165919
"1999","9",1562.67676744508,474.048534564278,5151.28410165241
"1999","10",1352.45989586174,402.637647144421,4542.9129215487
"2000","1",440512.75952488,174643.261712549,1111130.70954675
"2000","2",77835.1040341741,31043.7406693106,195153.782675419
"2000","3",30101.6213128987,12219.9474594889,74149.8773762367
"2000","4",36461.3512722456,14679.6601141858,90562.7328056038
"2000","5",9962.0982684255,3762.65653639792,26375.8865444504
"2000","6",5175.6469098952,1908.30708895059,14037.2171182566
"2000","7",1057.47919598218,346.903095550643,3223.55800302123
"2000","8",159.026986632847,44.4868704747842,568.472949605621
"2000","9",490.921878193164,144.480156593202,1668.07882944974
"2000","10",633.077822456993,195.243289032523,2052.75956614379
"2001","1",91311.6395680211,35859.0663410303,232516.246834346
"2001","2",359735.097725957,164585.540968441,786274.054053858
"2001","3",44038.7127847819,19729.4147317552,98300.342413045
"2001","4",12995.8608057406,5604.47061143488,30135.2990838407
"2001","5",12631.9762116941,5393.7610518023,29583.5913901833
"2001","6",2601.32355120174,1045.8903498355,6469.97481055367
"2001","7",1458.64782080662,551.16587551865,3860.27793019981
"2001","8",251.226100799141,79.5353711431983,793.54069536064
"2001","9",48.271357716712,12.6843718579773,183.700383582601
"2001","10",233.33088745784,74.6686618935021,729.131896317014
"2002","1",95305.588401914,38576.3288472424,235459.294651993
"2002","2",62023.6493470113,27885.1657550037,137956.256459789
"2002","3",353538.060879696,188568.382362219,662832.013112811
"2002","4",26776.8676647382,13305.3622926992,53888.0961045552
"2002","5",6259.60356932105,2939.020211145,13331.8704976826
"2002","6",5143.42446735268,2414.73011459311,10955.5991750324
"2002","7",954.413912696021,398.681517769305,2284.79594901818
"2002","8",374.326872876392,139.972217134407,1001.06014340596
"2002","9",70.102029957584,21.4625786509074,228.970371366174
"2002","10",84.1264218577258,26.874913791584,263.340560251409
"2003","1",244848.860324522,103345.614832419,580101.676296874
"2003","2",62466.5674093169,29581.841113464,131907.680422458
"2003","3",37567.5643780231,20490.8282268137,68875.7856771303
"2003","4",274427.766194749,165213.101671277,455839.144092123
"2003","5",17787.2118885488,9726.20529493317,32529.1207798123
"2003","6",3076.81380963196,1585.05677006134,5972.51997401683
"2003","7",2304.26360367488,1147.09983385229,4628.74337396553
"2003","8",394.744724287079,162.798724405175,957.153675016931
"2003","9",102.074473720178,36.2292588571514,287.590707453699
"2003","10",45.7297256668976,14.8418090692489,140.899791919742
"2004","1",397360.330185997,173283.408590551,911196.480319782
"2004","2",188595.63583356,94888.0560775747,374845.005006597
"2004","3",36046.1377764684,21092.3080622943,61601.7955343103
"2004","4",21757.9620292866,13133.7666223726,36045.1746463542
"2004","5",171818.390591603,125381.467609068,235453.930380964
"2004","6",6694.12154140756,3971.76645874395,11282.4516941281
"2004","7",1688.85787381398,848.575972423371,3361.2086726873
"2004","8",995.412615880762,462.540223702429,2142.18402006921
"2004","9",141.988688617488,53.9748335293627,373.521998624534
"2004","10",43.1001560012937,13.9637196728086,133.032135481292
"2005","1",172535.351582511,73235.5484096354,406475.382408471
"2005","2",299198.840954716,161013.020634189,555979.547964811
"2005","3",113432.321825152,70307.0595699057,183009.952533306
"2005","4",17383.4615466529,10300.7896028441,29336.0749025033
"2005","5",9951.21994325926,5843.10836319554,16947.6196920921
"2005","6",75670.160581627,52001.7762988937,110111.107927116
"2005","7",2642.83247901876,1398.45604856187,4994.48196411975
"2005","8",614.793040403461,269.514497507554,1402.41243429934
"2005","9",233.795119942923,92.1384843034002,593.239171692223
"2005","10",57.5304870009313,19.2811387975763,171.657751614773
"2006","1",321666.84778387,138992.078566861,744427.754661128
"2006","2",115821.838508845,58390.8302249204,229739.810581486
"2006","3",175815.396828449,117313.648466455,263490.686429243
"2006","4",56169.9269234262,35993.7233698067,87655.8576107096
"2006","5",7344.80146652553,4232.83557686134,12744.6737779209
"2006","6",3391.56407367061,1853.60214751292,6205.59642814777
"2006","7",23751.6788942609,15110.9991979884,37333.2195247006
"2006","8",705.16105330797,311.911796254617,1594.20745567601
"2006","9",182.153845138988,70.251792277371,472.301449163259
"2006","10",51.9261067266583,17.0862168139276,157.806762559073
"2007","1",77327.9647596357,31894.4159045816,187481.537575626
"2007","2",229527.60653332,120536.752502201,437069.36736953
"2007","3",64187.7890224518,38116.0869021947,108092.739691848
"2007","4",96766.8230366352,63957.4899330427,146406.903247868
"2007","5",16592.4627944183,9871.21813782277,27890.1567912144
"2007","6",2130.00052217229,1110.80074590573,4084.3528789269
"2007","7",885.583842914829,390.174323261266,2010.021408576
"2007","8",7827.12293068279,4503.58271516241,13603.3592023881
"2007","9",138.920875852026,52.0094011606064,371.067716928676
"2007","10",49.4513323725662,16.578793885662,147.503750290117
"2008","1",173039.625907059,75655.5972445663,395776.561478475
"2008","2",48368.199796877,23240.5499331229,100663.829312246
"2008","3",137849.630888824,80146.1895370823,237098.243172159
"2008","4",29523.8877641024,16238.8964766518,53677.2895843376
"2008","5",40455.1461159365,22540.0388649,72609.406623977
"2008","6",3775.47721299555,1875.59063658017,7599.86102929095
"2008","7",525.363879503843,211.188960983644,1306.92061082068
"2008","8",216.230540144888,77.3481932773101,604.482722999368
"2008","9",2805.49803711295,1370.2173444954,5744.21223601073
"2008","10",39.0659292138549,11.9339272411368,127.883034185194
"2009","1",171556.310260685,76665.039184258,383898.161449108
"2009","2",115848.08484059,61577.5099232598,217949.358101001
"2009","3",23835.900719805,14195.3679944268,40023.6304791435
"2009","4",68113.9000724661,47230.0953215351,98231.9292708787
"2009","5",11327.2366045788,6877.26991478808,18656.5731294355
"2009","6",15725.9599223162,9991.0969426836,24752.6189463507
"2009","7",965.727150407726,470.347823185351,1982.84946386815
"2009","8",121.022992081608,45.9370169006838,318.840133743361
"2009","9",48.9754582230746,15.9017158679945,150.838785453826
"2009","10",1034.18343945798,517.73111675007,2065.81244944843
"2010","1",42832.520777987,17366.6429150105,105640.730057907
"2010","2",109664.603803822,61998.4632017014,193977.797293519
"2010","3",52761.4250287231,33922.2923094286,82063.0854091139
"2010","4",7095.69287715038,4102.89436641737,12271.5461111925
"2010","5",19831.3822092771,12637.85275844,31119.5048595408
"2010","6",2303.81222313402,1247.49352674518,4254.57178387898
"2010","7",3203.40821932089,1771.96818833696,5791.20115539075
"2010","8",196.121388723438,78.6351051697724,489.140302308585
"2010","9",17.240401108021,5.29629330540804,56.120651411422
"2010","10",215.800255499545,89.3523918003824,521.191983060823
"2011","1",111248.162084854,46619.013156386,265474.378999431
"2011","2",22330.4208507592,10413.4510663966,47884.960729409
"2011","3",40532.5121951124,27530.8852633739,59674.2360127654
"2011","4",10028.2514108671,6244.14557679532,16105.6184745729
"2011","5",881.508797429105,467.448512586082,1662.33871543619
"2011","6",2703.83015586788,1537.57654434268,4754.68849904045
"2011","7",257.898861702522,115.639711690282,575.164205230773
"2011","8",313.600069414173,145.62898415683,675.312020515538
"2011","9",20.6313579445424,6.87127393420041,61.9467270133458
"2011","10",22.9699312738786,7.93085907053177,66.5271867819648
"2012","1",68037.6452043703,26514.600299863,174587.627669413
"2012","2",71711.7425663587,31682.8050903336,162314.353392677
"2012","3",7340.48131601453,2936.73305537078,18347.8256058092
"2012","4",10151.5463187675,3989.55815305161,25830.9037513982
"2012","5",1012.1310326654,347.693308504976,2946.30124372861
"2012","6",66.4970126048887,20.0399484206806,220.65189952343
"2012","7",150.881636802932,46.802141440474,486.415100327966
"2012","8",18.0975198523257,4.65435226928425,70.3685939215963
"2012","9",17.2875015275451,4.4862649980227,66.6161515640726
"2012","10",3.03656382142452,0.671019769719137,13.7413534707684
"2013","1",45855.1260904168,16822.420002663,124993.466364243
"2013","2",50651.1144809408,21713.9148346146,118151.674523085
"2013","3",37322.057807832,16477.9651466064,84533.2531424868
"2013","4",1681.6132177319,663.677080852252,4260.84174915204
"2013","5",2667.23843553043,1034.07500827728,6879.73388296333
"2013","6",178.818130796197,63.0130146199672,507.449518076437
"2013","7",7.64784609970273,2.25487826307344,25.9391165024652
"2013","8",14.9281851783264,4.60151736518183,48.4298319516607
"2013","9",2.41324090326524,0.596985890001127,9.75522496382862
"2013","10",2.63529508542352,0.670003280840747,10.3652928065408
"2014","1",58181.9841952214,21480.7573861564,157589.568376886
"2014","2",31026.2489892463,12730.2992656103,75617.0853691673
"2014","3",31791.464524868,14460.4864710307,69893.72167117
"2014","4",17194.5346225764,7642.73525960496,38684.0588931065
"2014","5",568.245145523072,229.097760155893,1409.45308758502
"2014","6",388.922151314331,153.476235688379,985.562612377913
"2014","7",23.0063416206775,8.11798191794937,65.1999179250476
"2014","8",2.28752838771162,0.627857888737761,8.3343479765882
"2014","9",3.0119604168978,0.868396434001017,10.4467328489151
"2014","10",1.26545787476318,0.324316666075652,4.93771612842924
"2015","1",84071.5813715965,31058.0738369683,227574.666459448
"2015","2",40441.9259326805,16794.7223821514,97384.7221721632
"2015","3",17161.9576064852,7688.60676262058,38307.6931855477
"2015","4",13770.4078247481,6208.32555610663,30543.5225563139
"2015","5",4790.21037747391,2069.04310775684,11090.2065667137
"2015","6",312.228488062049,123.345957140766,790.351228506487
"2015","7",57.6910682049088,21.4039495155205,155.497439769704
"2015","8",8.09309122019528,2.59779405760773,25.2129784139695
"2015","9",0.802264878713318,0.192471052585216,3.34402980069914
"2015","10",1.36879881464351,0.368984478460636,5.0777479930483
"2016","1",163158.588533024,61442.5428567404,433262.097796924
"2016","2",59122.5181319034,24641.6777172919,141852.035821585
"2016","3",20262.1821430819,8933.53965036897,45956.7026360565
"2016","4",8179.39038994756,3522.75849942163,18991.4883924489
"2016","5",5192.11397817668,2192.96715569433,12292.9554564361
"2016","6",1694.96514865401,683.626242390935,4202.45256399745
"2016","7",64.58172530121,23.3858222046423,178.347342521616
"2016","8",12.3341529378085,3.93999594769876,38.6120520712988
"2016","9",2.64091939998734,0.731060891916759,9.54018379911317
"2016","10",0.824779675749492,0.198873039946269,3.42058186324917
"2017","1",38376.4149705989,13792.2167967187,106781.183018091
