"","1","2","3","4","5","6","7","8","9","10"
"1968",0.01,0.03,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1969",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1970",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1971",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1972",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1973",0.01,0.06,0.13,0.16,0.23,0.23,0.23,0.23,0.23,0.23
"1974",0.01,0.07,0.17,0.21,0.29,0.29,0.29,0.29,0.29,0.29
"1975",0.01,0.06,0.15,0.18,0.26,0.26,0.26,0.26,0.26,0.26
"1976",0.01,0.05,0.12,0.15,0.21,0.21,0.21,0.21,0.21,0.21
"1977",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1978",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1979",0.01,0.03,0.08,0.09,0.14,0.14,0.14,0.14,0.14,0.14
"1980",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1981",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1982",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1983",0.01,0.04,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1984",0.01,0.04,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1985",0.01,0.04,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1986",0.01,0.04,0.09,0.11,0.15,0.15,0.15,0.15,0.15,0.15
"1987",0.01,0.03,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1988",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1989",0.01,0.03,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1990",0.01,0.04,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1991",0.01,0.05,0.11,0.13,0.19,0.19,0.19,0.19,0.19,0.19
"1992",0.01,0.05,0.12,0.15,0.22,0.22,0.22,0.22,0.22,0.22
"1993",0.01,0.06,0.14,0.17,0.25,0.25,0.25,0.25,0.25,0.25
"1994",0.01,0.08,0.17,0.21,0.29,0.29,0.29,0.29,0.29,0.29
"1995",0.02,0.09,0.2,0.24,0.33,0.33,0.33,0.33,0.33,0.33
"1996",0.02,0.11,0.25,0.31,0.42,0.42,0.42,0.42,0.42,0.42
"1997",0.03,0.14,0.31,0.37,0.49,0.49,0.49,0.49,0.49,0.49
"1998",0.03,0.17,0.36,0.42,0.56,0.56,0.56,0.56,0.56,0.56
"1999",0.04,0.2,0.41,0.49,0.63,0.63,0.63,0.63,0.63,0.63
"2000",0.05,0.22,0.45,0.53,0.67,0.67,0.67,0.67,0.67,0.67
"2001",0.04,0.2,0.41,0.48,0.62,0.62,0.62,0.62,0.62,0.62
"2002",0.03,0.16,0.34,0.4,0.53,0.53,0.53,0.53,0.53,0.53
"2003",0.03,0.15,0.32,0.39,0.52,0.52,0.52,0.52,0.52,0.52
"2004",0.03,0.17,0.35,0.42,0.55,0.55,0.55,0.55,0.55,0.55
"2005",0.04,0.19,0.39,0.46,0.6,0.6,0.6,0.6,0.6,0.6
"2006",0.04,0.21,0.43,0.51,0.65,0.65,0.65,0.65,0.65,0.65
"2007",0.05,0.22,0.44,0.52,0.66,0.66,0.66,0.66,0.66,0.66
"2008",0.04,0.2,0.41,0.49,0.63,0.63,0.63,0.63,0.63,0.63
"2009",0.06,0.26,0.52,0.6,0.74,0.74,0.74,0.74,0.74,0.74
"2010",0.08,0.35,0.64,0.72,0.85,0.85,0.85,0.85,0.85,0.85
"2011",0.09,0.37,0.67,0.76,0.87,0.87,0.87,0.87,0.87,0.87
"2012",0.08,0.33,0.62,0.7,0.83,0.83,0.83,0.83,0.83,0.83
"2013",0.06,0.27,0.53,0.61,0.75,0.75,0.75,0.75,0.75,0.75
"2014",0.05,0.22,0.45,0.53,0.67,0.67,0.67,0.67,0.67,0.67
"2015",0.04,0.21,0.43,0.51,0.65,0.65,0.65,0.65,0.65,0.65
"2016",0.04,0.21,0.43,0.5,0.64,0.64,0.64,0.64,0.64,0.64
"2017",0.05,0.23,0.46,0.54,0.68,0.68,0.68,0.68,0.68,0.68
"2018",0.05,0.25,0.49,0.57,0.72,0.72,0.72,0.72,0.72,0.72
"2019",0.06,0.26,0.51,0.59,0.74,0.74,0.74,0.74,0.74,0.74
"2020",0.06,0.26,0.51,0.6,0.74,0.74,0.74,0.74,0.74,0.74
